Year,Month,ProductName,Product_Code,Price,Lag_1,Lag_2,Predicted_Units,Recommended_Inventory,Risk
2026,1,Itipso,66,2442425.7,13093,12627.0,13035.706867628393,16294.633584535492,Stable
2026,2,Itipso,66,2442425.7,13093,12627.0,12414.143899094131,15517.679873867664,Stable
2026,3,Itipso,66,2442425.7,13093,12627.0,12480.200515331191,15600.250644163989,Stable
2026,4,Itipso,66,2442425.7,13093,12627.0,11927.250607755997,14909.063259694996,Stable
2026,1,Ivadin,67,8211.0,23,23.0,26.57702478677635,33.221280983470436,Overstock
2026,2,Ivadin,67,8211.0,23,23.0,166.83308882766568,208.5413610345821,Overstock
2026,3,Ivadin,67,8211.0,23,23.0,232.8897050647236,291.1121313309045,Overstock
2026,4,Ivadin,67,8211.0,23,23.0,-216.78654484538683,-270.98318105673354,Overstock
2026,1,K-1000,68,19599396.8379007,31451,30453.0,32754.623881460877,40943.2798518261,Stock-out
2026,2,K-1000,68,19599396.8379007,31451,30453.0,31195.00978908665,38993.762236358314,Stable
2026,3,K-1000,68,19599396.8379007,31451,30453.0,31261.066405323705,39076.33300665463,Stable
2026,4,K-1000,68,19599396.8379007,31451,30453.0,30708.11649774852,38385.14562218565,Stable
2026,1,K-1000 Plus,69,1580570.53440002,6290,7973.0,6263.445751018385,7829.307188772981,Overstock
2026,2,K-1000 Plus,69,1580570.53440002,6290,7973.0,6124.33419085515,7655.417738568938,Overstock
2026,3,K-1000 Plus,69,1580570.53440002,6290,7973.0,6190.390807092208,7737.98850886526,Overstock
2026,4,K-1000 Plus,69,1580570.53440002,6290,7973.0,5637.440899517019,7046.801124396274,Overstock
2026,1,Kalsob,70,34727132.7554956,55915,54243.0,57080.96137098186,71351.20171372732,Stock-out
2026,2,Kalsob,70,34727132.7554956,55915,54243.0,52176.52314805959,65220.653935074486,Stock-out
2026,3,Kalsob,70,34727132.7554956,55915,54243.0,52771.69494929396,65964.61868661745,Stock-out
2026,4,Kalsob,70,34727132.7554956,55915,54243.0,51782.79647418018,64728.49559272522,Stock-out
2026,1,Klevra,71,11550438.2309999,11641,8554.0,10932.525707607332,13665.657134509165,Stock-out
2026,2,Klevra,71,11550438.2309999,11641,8554.0,10767.454281348992,13459.317851686239,Stock-out
2026,3,Klevra,71,11550438.2309999,11641,8554.0,10833.510897586051,13541.888621982564,Stock-out
2026,4,Klevra,71,11550438.2309999,11641,8554.0,10280.560990010857,12850.701237513571,Stable
2026,1,Klevra XR,72,581265.7,1034,788.0,1063.154798734611,1328.9434984182637,Stock-out
2026,2,Klevra XR,72,581265.7,1034,788.0,924.043238571376,1155.05404821422,Stable
2026,3,Klevra XR,72,581265.7,1034,788.0,990.099854808434,1237.6248185105424,Stock-out
2026,4,Klevra XR,72,581265.7,1034,788.0,437.149947233245,546.4374340415562,Overstock
2026,1,LACTEUS 2,74,1193.25,1,1.0,36.530665927644804,45.663332409556006,Stock-out
2026,2,LACTEUS 2,74,1193.25,1,1.0,176.7867299685342,220.98341246066775,Stock-out
2026,3,LACTEUS 2,74,1193.25,1,1.0,242.84334620559213,303.55418275699014,Stock-out
2026,4,LACTEUS 2,74,1193.25,1,1.0,-206.8329037045183,-258.54112963064784,Overstock
2026,1,LACTEUS AR,76,31746.0,24,1.0,36.530665927644804,45.663332409556006,Stock-out
2026,2,LACTEUS AR,76,31746.0,24,1.0,176.7867299685342,220.98341246066775,Stock-out
2026,3,LACTEUS AR,76,31746.0,24,1.0,242.84334620559213,303.55418275699014,Stock-out
2026,4,LACTEUS AR,76,31746.0,24,1.0,-206.8329037045183,-258.54112963064784,Overstock
2026,1,LACTEUS GROW 3,77,1193.25,1,12.0,36.530665927644804,45.663332409556006,Overstock
2026,2,LACTEUS GROW 3,77,1193.25,1,12.0,176.7867299685342,220.98341246066775,Stock-out
2026,3,LACTEUS GROW 3,77,1193.25,1,12.0,242.84334620559213,303.55418275699014,Stock-out
2026,4,LACTEUS GROW 3,77,1193.25,1,12.0,-206.8329037045183,-258.54112963064784,Overstock
2026,1,LIMITROL,80,382.5,3,10.0,36.530665927644804,45.663332409556006,Stock-out
2026,2,LIMITROL,80,382.5,3,10.0,176.7867299685342,220.98341246066775,Stock-out
2026,3,LIMITROL,80,382.5,3,10.0,242.84334620559213,303.55418275699014,Stock-out
2026,4,LIMITROL,80,382.5,3,10.0,-206.8329037045183,-258.54112963064784,Overstock
2026,1,Lowplat,81,92183643.5847069,403403,366569.0,394970.5990780747,493713.2488475933,Stable
2026,2,Lowplat,81,92183643.5847069,403403,366569.0,389667.6924133232,487084.615516654,Stable
2026,3,Lowplat,81,92183643.5847069,403403,366569.0,391350.6606579889,489188.32582248613,Stable
2026,4,Lowplat,81,92183643.5847069,403403,366569.0,381960.189063164,477450.236328955,Stable
2026,1,Lowplat Plus,82,121618286.66434,482060,437474.0,440216.6229149983,550270.7786437479,Stable
2026,2,Lowplat Plus,82,121618286.66434,482060,437474.0,435754.82720565534,544693.5340070692,Stable
2026,3,Lowplat Plus,82,121618286.66434,482060,437474.0,437437.79545032105,546797.2443129013,Stable
2026,4,Lowplat Plus,82,121618286.66434,482060,437474.0,430284.7802730787,537855.9753413484,Stable
2026,1,MFIT,83,21969.36,18,7.0,36.530665927644804,45.663332409556006,Stock-out
2026,2,MFIT,83,21969.36,18,7.0,176.7867299685342,220.98341246066775,Stock-out
2026,3,MFIT,83,21969.36,18,7.0,242.84334620559213,303.55418275699014,Stock-out
2026,4,MFIT,83,21969.36,18,7.0,-206.8329037045183,-258.54112963064784,Overstock
2026,1,Momist Nasal Spray,85,6894055.305,11826,11762.0,11278.063498573652,14097.579373217066,Stable
2026,2,Momist Nasal Spray,85,6894055.305,11826,11762.0,11112.992072315312,13891.24009039414,Stable
2026,3,Momist Nasal Spray,85,6894055.305,11826,11762.0,11179.048688552371,13973.810860690464,Stable
2026,4,Momist Nasal Spray,85,6894055.305,11826,11762.0,10626.098780977178,13282.623476221472,Stable
2026,1,NEBULIZERS,86,64219.1086,18,1.0,273.4009816328679,341.7512270410849,Stock-out
2026,2,NEBULIZERS,86,64219.1086,18,1.0,176.7867299685342,220.98341246066775,Stock-out
2026,3,NEBULIZERS,86,64219.1086,18,1.0,242.84334620559213,303.55418275699014,Stock-out
2026,4,NEBULIZERS,86,64219.1086,18,1.0,-206.8329037045183,-258.54112963064784,Overstock
2026,1,Neo Q 10,89,4021573.68639995,3623,3294.0,4183.639080752614,5229.548850940768,Stock-out
2026,2,Neo Q 10,89,4021573.68639995,3623,3294.0,4044.527520589378,5055.659400736723,Stable
2026,3,Neo Q 10,89,4021573.68639995,3623,3294.0,4110.584136826437,5138.230171033047,Stock-out
2026,4,Neo Q 10,89,4021573.68639995,3623,3294.0,3557.634229251246,4447.042786564058,Stable
2026,1,Nise,90,71080081.1810281,274196,270476.0,276640.4042068248,345800.50525853096,Stable
2026,2,Nise,90,71080081.1810281,274196,270476.0,273853.39716258354,342316.74645322945,Stable
2026,3,Nise,90,71080081.1810281,274196,270476.0,275536.36540724925,344420.45675906155,Stable
2026,4,Nise,90,71080081.1810281,274196,270476.0,269525.08664430754,336906.3583053844,Stable
2026,1,Omron BPM,91,33570330.6080999,4438,4327.0,6064.39637581798,7580.495469772475,Stock-out
2026,2,Omron BPM,91,33570330.6080999,4438,4327.0,5801.941619499544,7252.4270243744295,Stock-out
2026,3,Omron BPM,91,33570330.6080999,4438,4327.0,5867.998235736602,7334.997794670752,Stock-out
2026,4,Omron BPM,91,33570330.6080999,4438,4327.0,5315.048328161412,6643.810410201766,Stock-out
2026,1,Omron BPM Wrist,92,437631.98,50,20.0,441.71046711637854,552.1380838954732,Stock-out
2026,2,Omron BPM Wrist,92,437631.98,50,20.0,302.59890695314306,378.24863369142884,Stock-out
2026,3,Omron BPM Wrist,92,437631.98,50,20.0,368.65552319020105,460.81940398775134,Stock-out
2026,4,Omron BPM Wrist,92,437631.98,50,20.0,-184.29438438498875,-230.36798048123592,Overstock
2026,1,Omron ETB,93,394847.6604,280,276.0,509.8802179938591,637.3502724923239,Stock-out
2026,2,Omron ETB,93,394847.6604,280,276.0,370.7686578306234,463.46082228827925,Stock-out
2026,3,Omron ETB,93,394847.6604,280,276.0,436.8252740676814,546.0315925846018,Stock-out
2026,4,Omron ETB,93,394847.6604,280,276.0,-116.12463350750821,-145.15579188438525,Overstock
2026,1,Omron Nebulizer,94,827707.1918,62,181.0,824.2761522212146,1030.3451902765182,Stock-out
2026,2,Omron Nebulizer,94,827707.1918,62,181.0,685.1645920579788,856.4557400724734,Stock-out
2026,3,Omron Nebulizer,94,827707.1918,62,181.0,751.2212082950368,939.026510368796,Stock-out
2026,4,Omron Nebulizer,94,827707.1918,62,181.0,198.27130071984746,247.83912589980932,Stock-out
2026,1,Omron Weigh Scale,95,228308.4622,41,41.0,273.4009816328679,341.7512270410849,Stock-out
2026,2,Omron Weigh Scale,95,228308.4622,41,41.0,176.7867299685342,220.98341246066775,Stock-out
2026,3,Omron Weigh Scale,95,228308.4622,41,41.0,242.84334620559213,303.55418275699014,Stock-out
2026,4,Omron Weigh Scale,95,228308.4622,41,41.0,-206.8329037045183,-258.54112963064784,Overstock
2026,1,Onita,96,16659500.2,14130,12316.0,13935.435295775182,17419.294119718976,Stable
2026,2,Onita,96,16659500.2,14130,12316.0,13470.744135946617,16838.430169933272,Stable
2026,3,Onita,96,16659500.2,14130,12316.0,13536.800752183677,16921.0009402296,Stable
2026,4,Onita,96,16659500.2,14130,12316.0,12983.850844608483,16229.813555760604,Stable
2026,1,Opt-D,97,40296389.1180958,174460,174909.0,170494.9489017894,213118.68612723675,Stable
2026,2,Opt-D,97,40296389.1180958,174460,174909.0,168267.83733448607,210334.7966681076,Stable
2026,3,Opt-D,97,40296389.1180958,174460,174909.0,168034.15125980778,210042.68907475972,Stable
2026,4,Opt-D,97,40296389.1180958,174460,174909.0,165027.41452246194,206284.26815307743,Stable
2026,1,Orslim,98,68472088.9285,31511,32710.0,34573.95536151198,43217.44420188997,Stock-out
2026,2,Orslim,98,68472088.9285,31511,32710.0,33442.73430282963,41803.41787853704,Stable
2026,3,Orslim,98,68472088.9285,31511,32710.0,34069.49510695264,42586.868883690804,Stable
2026,4,Orslim,98,68472088.9285,31511,32710.0,33336.08467673682,41670.105845921025,Stable
2026,1,Oxivort,99,2409.75,7,60.0,36.530665927644804,45.663332409556006,Overstock
2026,2,Oxivort,99,2409.75,7,60.0,176.7867299685342,220.98341246066775,Overstock
2026,3,Oxivort,99,2409.75,7,60.0,242.84334620559213,303.55418275699014,Overstock
2026,4,Oxivort,99,2409.75,7,60.0,-206.8329037045183,-258.54112963064784,Overstock
2026,1,Paridopa,101,12178653.294,7653,6466.0,7796.70264582606,9745.878307282575,Stock-out
2026,2,Paridopa,101,12178653.294,7653,6466.0,7657.591085662825,9571.988857078532,Stock-out
2026,3,Paridopa,101,12178653.294,7653,6466.0,7723.647701899883,9654.559627374854,Stock-out
2026,4,Paridopa,101,12178653.294,7653,6466.0,7170.697794324694,8963.372242905867,Stock-out
2026,1,Phytus,102,1556337.78,3949,3394.0,3415.6339408771123,4269.54242609639,Stable
2026,2,Phytus,102,1556337.78,3949,3394.0,3276.522380713878,4095.652975892348,Stable
2026,3,Phytus,102,1556337.78,3949,3394.0,3342.578996950937,4178.223746188671,Stable
2026,4,Phytus,102,1556337.78,3949,3394.0,2789.629089375747,3487.0363617196836,Overstock
2026,1,REKLAIM,103,501.28,1,1.0,36.530665927644804,45.663332409556006,Overstock
2026,2,REKLAIM,103,501.28,1,1.0,176.7867299685342,220.98341246066775,Overstock
2026,3,REKLAIM,103,501.28,1,1.0,242.84334620559213,303.55418275699014,Stable
2026,4,REKLAIM,103,501.28,1,1.0,-206.8329037045183,-258.54112963064784,Overstock
2026,1,Ramipace,104,32319111.3626017,56251,52320.0,56440.99343305258,70551.24179131573,Stable
2026,2,Ramipace,104,32319111.3626017,56251,52320.0,51536.55521013031,64420.69401266289,Stable
2026,3,Ramipace,104,32319111.3626017,56251,52320.0,52131.72701136468,65164.65876420585,Stable
2026,4,Ramipace,104,32319111.3626017,56251,52320.0,51142.8285362509,63928.53567031362,Stable
2026,1,Redexa,105,2322095.3225,3600,3583.0,3980.4991234104655,4975.623904263082,Overstock
2026,2,Redexa,105,2322095.3225,3600,3583.0,3841.3875632472295,4801.734454059037,Overstock
2026,3,Redexa,105,2322095.3225,3600,3583.0,3907.4441794842883,4884.30522435536,Overstock
2026,4,Redexa,105,2322095.3225,3600,3583.0,3354.4942719090977,4193.117839886372,Overstock
2026,1,Retzole,106,3401220.6,2378,1571.0,3371.529657326891,4214.412071658614,Stock-out
2026,2,Retzole,106,3401220.6,2378,1571.0,3232.4180971636565,4040.5226214545705,Stock-out
2026,3,Retzole,106,3401220.6,2378,1571.0,3298.4747134007152,4123.093391750894,Stock-out
2026,4,Retzole,106,3401220.6,2378,1571.0,2745.524805825525,3431.9060072819066,Stable
2026,1,Revolic,107,547397.345600003,1009,1146.0,992.1036929675562,1240.1296162094452,Overstock
2026,2,Revolic,107,547397.345600003,1009,1146.0,852.9921328043213,1066.2401660054015,Overstock
2026,3,Revolic,107,547397.345600003,1009,1146.0,919.0487490413793,1148.8109363017243,Overstock
2026,4,Revolic,107,547397.345600003,1009,1146.0,366.0988414661899,457.6235518327374,Overstock
2026,1,SPEDICAM,110,127.08,1,6.0,36.530665927644804,45.663332409556006,Stock-out
2026,2,SPEDICAM,110,127.08,1,6.0,176.7867299685342,220.98341246066775,Stock-out
2026,3,SPEDICAM,110,127.08,1,6.0,242.84334620559213,303.55418275699014,Stock-out
2026,4,SPEDICAM,110,127.08,1,6.0,-206.8329037045183,-258.54112963064784,Overstock
2026,1,Sacvin,111,58267986.2714897,41901,35868.0,36944.72591680482,46180.90739600602,Stock-out
2026,2,Sacvin,111,58267986.2714897,41901,35868.0,39741.2918251003,49676.61478137538,Stock-out
2026,3,Sacvin,111,58267986.2714897,41901,35868.0,40187.59210658268,50234.49013322835,Stock-out
2026,4,Sacvin,111,58267986.2714897,41901,35868.0,39358.6682256241,49198.33528203012,Stock-out
2026,1,SheVit,112,10680234.9892996,21593,20087.0,21537.777643137033,26922.22205392129,Stock-out
2026,2,SheVit,112,10680234.9892996,21593,20087.0,21318.56456341969,26648.205704274616,Stock-out
2026,3,SheVit,112,10680234.9892996,21593,20087.0,21384.621179656748,26730.776474570936,Stock-out
2026,4,SheVit,112,10680234.9892996,21593,20087.0,20831.671272081563,26039.589090101952,Stock-out
2026,1,Sparliv,113,4028615.05460016,5105,4890.0,5092.551883758712,6365.68985469839,Stable
2026,2,Sparliv,113,4028615.05460016,5105,4890.0,4953.440323595478,6191.800404494347,Stable
2026,3,Sparliv,113,4028615.05460016,5105,4890.0,5019.496939832536,6274.371174790669,Stable
2026,4,Sparliv,113,4028615.05460016,5105,4890.0,4466.5470322573465,5583.183790321683,Stable
2026,1,Stevo,114,319235.276800001,751,1003.0,563.670790187052,704.5884877338151,Overstock
2026,2,Stevo,114,319235.276800001,751,1003.0,446.29890541996093,557.8736317749511,Overstock
2026,3,Stevo,114,319235.276800001,751,1003.0,512.3555216570192,640.444402071274,Overstock
2026,4,Stevo,114,319235.276800001,751,1003.0,62.679271746908675,78.34908968363584,Overstock
2026,1,Supercran,115,302114.3748,1016,2744.0,619.5849937915186,774.4812422393983,Overstock
2026,2,Supercran,115,302114.3748,1016,2744.0,502.21310902442787,627.7663862805348,Overstock
2026,3,Supercran,115,302114.3748,1016,2744.0,568.269725261486,710.3371565768575,Overstock
2026,4,Supercran,115,302114.3748,1016,2744.0,118.59347535137528,148.24184418921908,Overstock
2026,1,Tansin,116,3242116.92460016,15622,25116.0,19938.00615561064,24922.5076945133,Stable
2026,2,Tansin,116,3242116.92460016,15622,25116.0,19181.204779457436,23976.505974321793,Stable
2026,3,Tansin,116,3242116.92460016,15622,25116.0,19247.26139569449,24059.076744618113,Stable
2026,4,Tansin,116,3242116.92460016,15622,25116.0,18694.311488119307,23367.889360149133,Stable
2026,1,Telsarta,117,9037354.43499999,33779,32057.0,33488.83519675454,41861.043995943175,Stable
2026,2,Telsarta,117,9037354.43499999,33779,32057.0,31608.55447788553,39510.69309735691,Stable
2026,3,Telsarta,117,9037354.43499999,33779,32057.0,31674.611094122585,39593.26386765323,Stable
2026,4,Telsarta,117,9037354.43499999,33779,32057.0,31121.6611865474,38902.07648318425,Stable
2026,1,Telsarta-A,118,22501391.9534002,54335,50942.0,53634.49062841601,67043.11328552001,Stable
2026,2,Telsarta-A,118,22501391.9534002,54335,50942.0,51106.81704633947,63883.52130792434,Stable
2026,3,Telsarta-A,118,22501391.9534002,54335,50942.0,51701.98884757384,64627.4860594673,Stable
2026,4,Telsarta-A,118,22501391.9534002,54335,50942.0,50713.09037246006,63391.36296557507,Stable
2026,1,Telsarta-D,119,8141780.33,16786,16216.0,17067.785427533738,21334.73178441717,Stable
2026,2,Telsarta-D,119,8141780.33,16786,16216.0,16200.617759345007,20250.772199181258,Stable
2026,3,Telsarta-D,119,8141780.33,16786,16216.0,16266.674375582066,20333.342969477584,Stable
2026,4,Telsarta-D,119,8141780.33,16786,16216.0,15713.724468006874,19642.155585008593,Stable
2026,1,Thewril,120,4866338.825,8598,8688.0,9748.31463622461,12185.393295280763,Stock-out
2026,2,Thewril,120,4866338.825,8598,8688.0,9562.485576863512,11953.106971079389,Stock-out
2026,3,Thewril,120,4866338.825,8598,8688.0,9628.542193100571,12035.677741375714,Stock-out
2026,4,Thewril,120,4866338.825,8598,8688.0,9075.592285525378,11344.490356906721,Stock-out
2026,1,Tiocap,121,6594591.975,10938,14116.0,12237.77958964237,15297.224487052963,Stable
2026,2,Tiocap,121,6594591.975,10938,14116.0,12051.950530281272,15064.938162851591,Stable
2026,3,Tiocap,121,6594591.975,10938,14116.0,12118.007146518332,15147.508933147914,Stable
2026,4,Tiocap,121,6594591.975,10938,14116.0,11565.057238943138,14456.321548678923,Stable
2026,1,Treatan,122,11337705.2127992,31773,29042.0,30575.77463799305,38219.718297491316,Stable
2026,2,Treatan,122,11337705.2127992,31773,29042.0,29016.160545618823,36270.200682023526,Stable
2026,3,Treatan,122,11337705.2127992,31773,29042.0,29082.21716185588,36352.77145231985,Stable
2026,4,Treatan,122,11337705.2127992,31773,29042.0,28529.267254280694,35661.58406785087,Stable
2026,1,Treatan-D,123,1420308.975,1698,1667.0,1940.1512800966611,2425.1891001208264,Stable
2026,2,Treatan-D,123,1420308.975,1698,1667.0,1780.282086830671,2225.3526085383387,Stable
2026,3,Treatan-D,123,1420308.975,1698,1667.0,1846.3387030677293,2307.9233788346614,Stable
2026,4,Treatan-D,123,1420308.975,1698,1667.0,1293.3887954925387,1616.7359943656734,Stable
2026,1,UFI,124,1045.5,3,101.0,57.288299030401596,71.610373788002,Overstock
2026,2,UFI,124,1045.5,3,101.0,176.7867299685342,220.98341246066775,Stable
2026,3,UFI,124,1045.5,3,101.0,242.84334620559213,303.55418275699014,Stock-out
2026,4,UFI,124,1045.5,3,101.0,-206.8329037045183,-258.54112963064784,Overstock
2026,1,UriTreat,125,1702082.5,2018,1747.0,2792.787663230057,3490.9845790375716,Stock-out
2026,2,UriTreat,125,1702082.5,2018,1747.0,2632.918469964066,3291.1480874550825,Stock-out
2026,3,UriTreat,125,1702082.5,2018,1747.0,2698.9750862011247,3373.7188577514057,Stock-out
2026,4,UriTreat,125,1702082.5,2018,1747.0,2146.0251786259346,2682.531473282418,Stable
2026,1,Vanzak,126,5260415.1164,15946,14687.0,15593.240601236712,19491.55075154589,Stable
2026,2,Vanzak,126,5260415.1164,15946,14687.0,14849.440059313485,18561.80007414186,Stable
2026,3,Vanzak,126,5260415.1164,15946,14687.0,14915.496675550545,18644.37084443818,Stable
2026,4,Vanzak,126,5260415.1164,15946,14687.0,14362.546767975351,17953.18345996919,Stable
2026,1,Vible,127,8800804.49079947,12276,11195.0,12564.2707263707,15705.338407963374,Stock-out
2026,2,Vible,127,8800804.49079947,12276,11195.0,12078.821933439378,15098.527416799223,Stock-out
2026,3,Vible,127,8800804.49079947,12276,11195.0,12144.878549676438,15181.098187095547,Stock-out
2026,4,Vible,127,8800804.49079947,12276,11195.0,11591.928642101244,14489.910802626555,Stock-out
2026,1,Voxamine,128,8093658.77440047,18052,16843.0,17378.723793077723,21723.404741347153,Stable
2026,2,Voxamine,128,8093658.77440047,18052,16843.0,16511.556124888994,20639.445156111244,Stable
2026,3,Voxamine,128,8093658.77440047,18052,16843.0,16607.59844266427,20759.49805333034,Stable
2026,4,Voxamine,128,8093658.77440047,18052,16843.0,16054.648535089082,20068.31066886135,Stable
2026,1,X-Plended,129,193289359.963021,450434,417991.0,437226.86023346684,546533.5752918336,Stable
2026,2,X-Plended,129,193289359.963021,450434,417991.0,432447.2024062523,540559.0030078155,Stable
2026,3,X-Plended,129,193289359.963021,450434,417991.0,433450.8221187314,541813.5276484143,Stable
2026,4,X-Plended,129,193289359.963021,450434,417991.0,424717.8286968266,530897.2858710332,Stable
2026,1,X-Plended EZ,130,30804289.9005016,76657,63220.0,71498.44602330067,89373.05752912583,Stock-out
2026,2,X-Plended EZ,130,30804289.9005016,76657,63220.0,66594.00780037841,83242.50975047302,Stock-out
2026,3,X-Plended EZ,130,30804289.9005016,76657,63220.0,67219.165303151,84023.95662893876,Stock-out
2026,4,X-Plended EZ,130,30804289.9005016,76657,63220.0,66230.26682803722,82787.83353504652,Stock-out
2026,1,Xcept,131,49731722.6494952,93581,88894.0,97825.49810525386,122281.87263156733,Stable
2026,2,Xcept,131,49731722.6494952,93581,88894.0,90714.58963436414,113393.23704295517,Stable
2026,3,Xcept,131,49731722.6494952,93581,88894.0,93587.50379612144,116984.3797451518,Stable
2026,4,Xcept,131,49731722.6494952,93581,88894.0,91907.5608337581,114884.45104219763,Stable
2026,1,Xilica,132,14959912.9768022,36843,35094.0,36169.6020044569,45212.00250557113,Stable
2026,2,Xilica,132,14959912.9768022,36843,35094.0,34507.33034925955,43134.16293657444,Stable
2026,3,Xilica,132,14959912.9768022,36843,35094.0,34603.372667034826,43254.21583379353,Stable
2026,4,Xilica,132,14959912.9768022,36843,35094.0,34050.42275945964,42563.02844932455,Stable
2026,1,Zibes,134,7615233.05419918,55641,48023.0,49276.95330232271,61596.19162790339,Stock-out
2026,2,Zibes,134,7615233.05419918,55641,48023.0,46868.37870695613,58585.473383695164,Stock-out
2026,3,Zibes,134,7615233.05419918,55641,48023.0,47493.53620972872,59366.9202621609,Stock-out
2026,4,Zibes,134,7615233.05419918,55641,48023.0,46664.61232877014,58330.765410962675,Stock-out
2026,1,Zilero,135,2061201.55,2543,2453.0,3237.8966125315624,4047.370765664453,Stock-out
2026,2,Zilero,135,2061201.55,2543,2453.0,3078.0274192655716,3847.534274081964,Stock-out
2026,3,Zilero,135,2061201.55,2543,2453.0,3174.069737040854,3967.5871713010674,Stock-out
2026,4,Zilero,135,2061201.55,2543,2453.0,2621.1198294656638,3276.39978683208,Stock-out
2026,1,Zilfom,136,958109.1625,2152,3427.0,2060.9983274406045,2576.2479093007555,Overstock
2026,2,Zilfom,136,958109.1625,2152,3427.0,1901.1291341746132,2376.4114177182664,Overstock
2026,3,Zilfom,136,958109.1625,2152,3427.0,1997.1714519498953,2496.464314937369,Overstock
2026,4,Zilfom,136,958109.1625,2152,3427.0,1444.2215443747057,1805.276930468382,Overstock
2026,1,Zoltar,137,7744474.98920025,34808,39595.0,40775.76671555603,50969.708394445035,Stable
2026,2,Zoltar,137,7744474.98920025,34808,39595.0,38896.30730518676,48620.38413148345,Stable
2026,3,Zoltar,137,7744474.98920025,34808,39595.0,38992.349622962036,48740.437028702545,Stable
2026,4,Zoltar,137,7744474.98920025,34808,39595.0,38163.425742003456,47704.28217750432,Stable
